symbol,name,sector,industry,marketCap
ORCL,Oracle Corporation,Technology,Software - Infrastructure,635160756224.0
NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,72731680768.0
XYZ,"Block, Inc.",Technology,Software - Infrastructure,48547270656.0
TOST,"Toast, Inc.",Technology,Software - Infrastructure,26293299200.0
GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,20533368832.0
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,22996992000.0
IOT,Samsara Inc.,Technology,Software - Infrastructure,20575803392.0
TWLO,Twilio Inc.,Technology,Software - Infrastructure,16204165120.0
RBRK,,Technology,Software - Infrastructure,17298274304.0
KVYO,"Klaviyo, Inc.",Technology,Software - Infrastructure,9731480576.0
FOUR,"Shift4 Payments, Inc.",Technology,Software - Infrastructure,7996824576.0
INFA,Informatica Inc.,Technology,Software - Infrastructure,7596819456.0
PATH,UiPath Inc.,Technology,Software - Infrastructure,5949633536.0
S,"SentinelOne, Inc.",Technology,Software - Infrastructure,6291809792.0
WEX,WEX Inc.,Technology,Software - Infrastructure,5871187968.0
BOX,"Box, Inc.",Technology,Software - Infrastructure,4727630336.0
CALX,"Calix, Inc.",Technology,Software - Infrastructure,3882322944.0
ZETA,Zeta Global Holdings Corp.,Technology,Software - Infrastructure,4675124736.0
PAY,"Paymentus Holdings, Inc.",Technology,Software - Infrastructure,4876527616.0
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,2325581568.0
PAGS,PagSeguro Digital Ltd.,Technology,Software - Infrastructure,2615173120.0
DOCN,"DigitalOcean Holdings, Inc.",Technology,Software - Infrastructure,2969643264.0
BB,BlackBerry Limited,Technology,Software - Infrastructure,2280366592.0
RAMP,"LiveRamp Holdings, Inc.",Technology,Software - Infrastructure,1831702784.0
EVTC,"EVERTEC, Inc.",Technology,Software - Infrastructure,2282877696.0
TDC,Teradata Corporation,Technology,Software - Infrastructure,1982609920.0
GB,Global Blue Group Holding AG,Technology,Software - Infrastructure,1493251328.0
TUYA,Tuya Inc.,Technology,Software - Infrastructure,1721363200.0
ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,1277822464.0
TIXT,TELUS International (Cda) Inc.,Technology,Software - Infrastructure,1077883392.0
YEXT,"Yext, Inc.",Technology,Software - Infrastructure,1112597888.0
DAVA,Endava plc,Technology,Software - Infrastructure,872790592.0
PSFE,Paysafe Limited,Technology,Software - Infrastructure,830326912.0
CINT,CI&T Inc.,Technology,Software - Infrastructure,732109824.0
BKKT,"Bakkt Holdings, Inc.",Technology,Software - Infrastructure,126055600.0
VHC,VirnetX Holding Corporation,Technology,Software - Infrastructure,58471084.0
FOUR,"Shift4 Payments, Inc.",Technology,Software - Infrastructure,7996824576.0
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,3766312763392.0
PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure,371769409536.0
PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,127438823424.0
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,106329636864.0
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,111640551424.0
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,60358770688.0
CRWV,"CoreWeave, Inc.",Technology,Software - Infrastructure,50342457344.0
ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,43135574016.0
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,25535109120.0
CHKP,Check Point Software Technologies Ltd.,Technology,Software - Infrastructure,20733964288.0
AFRM,"Affirm Holdings, Inc.",Technology,Software - Infrastructure,28803610624.0
CYBR,CyberArk Software Ltd.,Technology,Software - Infrastructure,22847567872.0
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,22514915328.0
NTNX,"Nutanix, Inc.",Technology,Software - Infrastructure,18017454080.0
MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,25677047808.0
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,18599243776.0
OKTA,"Okta, Inc.",Technology,Software - Infrastructure,16354052096.0
FFIV,"F5, Inc.",Technology,Software - Infrastructure,17989017600.0
KSPI,Joint Stock Company Kaspi.kz,Technology,Software - Infrastructure,17926158336.0
SAIL,"SailPoint, Inc.",Technology,Software - Infrastructure,11487996928.0
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,11346134016.0
DOX,Amdocs Limited,Technology,Software - Infrastructure,9412015104.0
CFLT,"Confluent, Inc.",Technology,Software - Infrastructure,6846616064.0
WIX,Wix.com Ltd.,Technology,Software - Infrastructure,7866083328.0
DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,7842160128.0
GTLB,GitLab Inc.,Technology,Software - Infrastructure,7932903936.0
VRNS,"Varonis Systems, Inc.",Technology,Software - Infrastructure,6613014016.0
OS,"OneStream, Inc.",Technology,Software - Infrastructure,5048747520.0
QLYS,"Qualys, Inc.",Technology,Software - Infrastructure,4902761984.0
ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,5092525056.0
EEFT,"Euronet Worldwide, Inc.",Technology,Software - Infrastructure,3820435968.0
TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,3744257536.0
CORZ,"Core Scientific, Inc.",Technology,Software - Infrastructure,4382604800.0
ODD,Oddity Tech Ltd.,Technology,Software - Infrastructure,3361421824.0
AVPT,"AvePoint, Inc.",Technology,Software - Infrastructure,3467126016.0
STNE,StoneCo Ltd.,Technology,Software - Infrastructure,4406119936.0
CLBT,Cellebrite DI Ltd.,Technology,Software - Infrastructure,4009291264.0
RELY,"Remitly Global, Inc.",Technology,Software - Infrastructure,3820756224.0
DLO,DLocal Limited,Technology,Software - Infrastructure,4246959872.0
MQ,"Marqeta, Inc.",Technology,Software - Infrastructure,2853003008.0
PAYO,Payoneer Global Inc.,Technology,Software - Infrastructure,2504196096.0
PGY,Pagaya Technologies Ltd.,Technology,Software - Infrastructure,2825317888.0
FIVN,"Five9, Inc.",Technology,Software - Infrastructure,2079911936.0
APPN,Appian Corporation,Technology,Software - Infrastructure,2278704896.0
PRGS,Progress Software Corporation,Technology,Software - Infrastructure,1995483264.0
EVCM,EverCommerce Inc.,Technology,Software - Infrastructure,2093772544.0
AVDX,"AvidXchange Holdings, Inc.",Technology,Software - Infrastructure,2064528000.0
NN,NextNav Inc.,Technology,Software - Infrastructure,2371063040.0
CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,1845780608.0
NYAX,Nayax Ltd.,Technology,Software - Infrastructure,1837675392.0
NTCT,"NetScout Systems, Inc.",Technology,Software - Infrastructure,1788976128.0
XNET,Xunlei Limited,Technology,Software - Infrastructure,452299392.0
RPD,"Rapid7, Inc.",Technology,Software - Infrastructure,1340887552.0
FLYW,Flywire Corporation,Technology,Software - Infrastructure,1608376448.0
BASE,"Couchbase, Inc.",Technology,Software - Infrastructure,1347227904.0
VRNT,Verint Systems Inc.,Technology,Software - Infrastructure,1229694336.0
SABR,Sabre Corporation,Technology,Software - Infrastructure,706180032.0
RDWR,Radware Ltd.,Technology,Software - Infrastructure,1077407232.0
AEVA,"Aeva Technologies, Inc.",Technology,Software - Infrastructure,833931584.0
IIIV,"i3 Verticals, Inc.",Technology,Software - Infrastructure,1014740544.0
GCT,GigaCloud Technology Inc.,Technology,Software - Infrastructure,997021632.0
CTLP,"Cantaloupe, Inc.",Technology,Software - Infrastructure,796630784.0
RZLV,Rezolve AI PLC,Technology,Software - Infrastructure,911329600.0
CGNT,Cognyte Software Ltd.,Technology,Software - Infrastructure,651614144.0
OSPN,OneSpan Inc.,Technology,Software - Infrastructure,579659584.0
AIOT,"PowerFleet, Inc.",Technology,Software - Infrastructure,623178816.0
PRTH,"Priority Technology Holdings, Inc.",Technology,Software - Infrastructure,668912832.0
RPAY,Repay Holdings Corporation,Technology,Software - Infrastructure,540711488.0
ARQQ,Arqit Quantum Inc.,Technology,Software - Infrastructure,456744000.0
PAYS,"Paysign, Inc.",Technology,Software - Infrastructure,282060832.0
CCSI,"Consensus Cloud Solutions, Inc.",Technology,Software - Infrastructure,504218880.0
BAND,Bandwidth Inc.,Technology,Software - Infrastructure,452115008.0
LSAK,"Lesaka Technologies, Inc.",Technology,Software - Infrastructure,382684672.0
GRRR,Gorilla Technology Group Inc.,Technology,Software - Infrastructure,375171936.0
ATGL,Alpha Technology Group Limited,Technology,Software - Infrastructure,505398752.0
SUPX,SuperX AI Technology Limited,Technology,Software - Infrastructure,1382331136.0
ALLT,Allot Ltd.,Technology,Software - Infrastructure,361516000.0
PDYN,Palladyne AI Corp.,Technology,Software - Infrastructure,317133696.0
RXT,"Rackspace Technology, Inc.",Technology,Software - Infrastructure,301594848.0
ARAI,Arrive AI Inc.,Technology,Software - Infrastructure,162485952.0
IMXI,"International Money Express, Inc.",Technology,Software - Infrastructure,430419456.0
BLZE,"Backblaze, Inc.",Technology,Software - Infrastructure,471464416.0
DFDV,DeFi Development Corp.,Technology,Software - Infrastructure,337140896.0
TCX,Tucows Inc.,Technology,Software - Infrastructure,202513152.0
TLS,Telos Corporation,Technology,Software - Infrastructure,449304512.0
SANG,Sangoma Technologies Corporation,Technology,Software - Infrastructure,207768816.0
HPAI,Helport AI Limited,Technology,Software - Infrastructure,143845824.0
